Threshold,m,Number of Bets,Wins,Losses,Total Invested,Total Profit,ROI (%),Win Rate (%),Score (ROI * sqrt(Number of Bets))
1.35,0.44999999999999996,596,365,231,8940.0,22489.026223091976,251.55510316657688,61.241610738255034,6141.242714448899
1.35,0.49999999999999994,480,316,164,7200.0,19750.626223091975,274.31425309849965,65.83333333333333,6009.924170689187
1.35,0.5499999999999999,288,215,73,4320.0,13540.926223091976,313.4473662752772,74.65277777777779,5319.3781977194885
1.35,0.5999999999999999,152,118,34,2280.0,7295.7,319.9868421052631,77.63157894736842,3945.0627404790134
1.35,0.6499999999999999,56,48,8,840.0,3115.5,370.8928571428571,85.71428571428571,2775.5079972605267
1.35,0.7,23,19,4,345.0,1188.75,344.5652173913044,82.6086956521739,1652.4767314023175
1.35,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.4000000000000001,0.35,597,352,245,8955.0,21935.826223091975,244.9561833957786,58.96147403685092,5985.157347551049
1.4000000000000001,0.39999999999999997,592,350,242,8880.0,21802.326223091975,245.5216917014862,59.12162162162162,5973.800586628926
1.4000000000000001,0.44999999999999996,558,343,215,8370.0,21563.076223091975,257.6233718410033,61.469534050179206,6085.585375216598
1.4000000000000001,0.49999999999999994,455,303,152,6825.0,19305.426223091978,282.8633878841315,66.59340659340658,6033.682273156776
1.4000000000000001,0.5499999999999999,273,207,66,4095.0,13286.226223091977,324.4499688178749,75.82417582417582,5360.793276987665
1.4000000000000001,0.5999999999999999,145,114,31,2175.0,7174.95,329.88275862068963,78.62068965517241,3972.314437843944
1.4000000000000001,0.6499999999999999,55,48,7,825.0,3130.5,379.45454545454544,87.27272727272727,2814.1102259215722
1.4000000000000001,0.7,23,19,4,345.0,1188.75,344.5652173913044,82.6086956521739,1652.4767314023175
1.4000000000000001,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.4500000000000002,0.35,555,330,225,8325.0,21115.626223091975,253.64115583293665,59.45945945945946,5975.3894385561825
1.4500000000000002,0.39999999999999997,550,328,222,8250.0,20982.126223091975,254.32880270414512,59.63636363636363,5964.53912190273
1.4500000000000002,0.44999999999999996,520,322,198,7800.0,20765.376223091975,266.2227720909228,61.92307692307693,6070.813246796775
1.4500000000000002,0.49999999999999994,425,285,140,6375.0,18617.676223091974,292.0419799700702,67.05882352941175,6020.599652655584
1.4500000000000002,0.5499999999999999,256,194,62,3840.0,12749.226223091977,332.0110995596869,75.78125,5312.17759295499
1.4500000000000002,0.5999999999999999,136,108,28,2040.0,6961.2,341.235294117647,79.41176470588235,3979.4531696467748
1.4500000000000002,0.6499999999999999,54,48,6,810.0,3145.5,388.3333333333333,88.88888888888889,2853.6555503424024
1.4500000000000002,0.7,22,19,3,330.0,1203.75,364.7727272727273,86.36363636363636,1710.935748753774
1.4500000000000002,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.5,0.35,518,310,208,7770.0,20259.876223091975,260.74486773606145,59.84555984555985,5934.452373577584
1.5,0.39999999999999997,515,309,206,7725.0,20192.376223091975,261.3899834704463,60.0,5931.882718093833
1.5,0.44999999999999996,487,303,184,7305.0,19945.626223091975,273.0407422736752,62.217659137576995,6025.483985576768
1.5,0.49999999999999994,397,270,127,5955.0,18040.926223091978,302.954260673249,68.01007556675063,6036.32088045771
1.5,0.5499999999999999,241,186,55,3615.0,12473.976223091977,345.06158293477114,77.17842323651453,5356.796294447404
1.5,0.5999999999999999,131,106,25,1965.0,6920.7,352.19847328244276,80.91603053435115,4031.095776622697
1.5,0.6499999999999999,52,47,5,780.0,3120.0,400.0,90.38461538461539,2884.4410203711914
1.5,0.7,22,19,3,330.0,1203.75,364.7727272727273,86.36363636363636,1710.935748753774
1.5,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.55,0.35,496,300,196,7440.0,19887.876223091975,267.3101642888706,60.483870967741936,5953.280026199249
1.55,0.39999999999999997,493,299,194,7395.0,19820.376223091975,268.0240192439753,60.649087221095336,5951.099001159833
1.55,0.44999999999999996,466,293,173,6990.0,19558.626223091975,279.8086727194846,62.8755364806867,6040.239092232398
1.55,0.49999999999999994,382,263,119,5730.0,17800.926223091978,310.6618887101567,68.84816753926701,6071.830784453681
1.55,0.5499999999999999,231,181,50,3465.0,12300.726223091977,354.99931379774824,78.35497835497836,5395.5224451462955
1.55,0.5999999999999999,128,105,23,1920.0,6904.2,359.59375,82.03125,4068.3388655568015
1.55,0.6499999999999999,51,47,4,765.0,3135.0,409.8039215686274,92.15686274509804,2926.58537561854
1.55,0.7,21,19,2,315.0,1218.75,386.9047619047619,90.47619047619048,1773.0203581674382
1.55,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.6,0.35,469,282,187,7035.0,19011.876223091975,270.24699677458386,60.12793176972282,5852.579176363599
1.6,0.39999999999999997,466,281,185,6990.0,18944.376223091975,271.0211190714159,60.30042918454935,5850.541880368752
1.6,0.44999999999999996,442,276,166,6630.0,18726.126223091975,282.4453427314023,62.44343891402715,5938.0732784929005
1.6,0.49999999999999994,367,250,117,5505.0,17159.676223091978,311.71073974735657,68.11989100817438,5971.518717671481
1.6,0.5499999999999999,223,173,50,3345.0,11915.976223091977,356.23247303712935,77.57847533632287,5319.685252972326
1.6,0.5999999999999999,123,100,23,1845.0,6680.7,362.0975609756098,81.30081300813008,4015.8562188818105
1.6,0.6499999999999999,49,45,4,735.0,3052.5,415.3061224489796,91.83673469387756,2907.142857142857
1.6,0.7,20,18,2,300.0,1178.25,392.75,90.0,1756.431396326085
1.6,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.6500000000000001,0.35,436,265,171,6540.0,18276.126223091975,279.4514713011005,60.77981651376147,5835.11802949902
1.6500000000000001,0.39999999999999997,434,265,169,6510.0,18306.126223091975,281.20009559281067,61.05990783410138,5858.147855120264
1.6500000000000001,0.44999999999999996,413,260,153,6195.0,18042.876223091975,291.24901086508436,62.95399515738499,5918.879315735757
1.6500000000000001,0.49999999999999994,342,236,106,5130.0,16585.176223091978,323.29778212654924,69.00584795321637,5978.82412580914
1.6500000000000001,0.5499999999999999,209,163,46,3135.0,11482.476223091977,366.26718414966433,77.99043062200957,5295.063256340678
1.6500000000000001,0.5999999999999999,114,93,21,1710.0,6374.700000000001,372.7894736842106,81.57894736842105,3980.3023820598837
1.6500000000000001,0.6499999999999999,46,43,3,690.0,2977.5,431.52173913043475,93.47826086956522,2926.722829674708
1.6500000000000001,0.7,20,18,2,300.0,1178.25,392.75,90.0,1756.431396326085
1.6500000000000001,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.7000000000000002,0.35,407,249,158,6105.0,17578.626223091975,287.938185472432,61.17936117936118,5808.934347351049
1.7000000000000002,0.39999999999999997,405,249,156,6075.0,17608.626223091975,289.85392959822184,61.48148148148148,5833.197811143561
1.7000000000000002,0.44999999999999996,387,244,143,5805.0,17300.376223091975,298.0254301996895,63.04909560723514,5862.850311639362
1.7000000000000002,0.49999999999999994,323,222,101,4845.0,15902.676223091976,328.228611415727,68.73065015479877,5898.990498099019
1.7000000000000002,0.5499999999999999,195,152,43,2925.0,10955.976223091977,374.56328967835816,77.94871794871796,5230.491688652354
1.7000000000000002,0.5999999999999999,107,88,19,1605.0,6163.950000000001,384.0467289719627,82.2429906542056,3972.6102544353466
1.7000000000000002,0.6499999999999999,44,41,3,660.0,2887.5,437.5,93.18181818181817,2902.046691560975
1.7000000000000002,0.7,20,18,2,300.0,1178.25,392.75,90.0,1756.431396326085
1.7000000000000002,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.75,0.35,381,235,146,5715.0,16946.376223091975,296.5245183393171,61.679790026246714,5787.92769313808
1.75,0.39999999999999997,379,235,144,5685.0,16976.376223091975,298.6169960086539,62.00527704485488,5813.452485888492
1.75,0.44999999999999996,362,231,131,5430.0,16753.626223091975,308.5382361527067,63.812154696132595,5870.340299070989
1.75,0.49999999999999994,303,209,94,4545.0,15280.926223091976,336.21399830785424,68.97689768976898,5852.4418284525145
1.75,0.5499999999999999,184,144,40,2760.0,10589.976223091977,383.69479069173826,78.26086956521739,5204.689366555101
1.75,0.5999999999999999,101,83,18,1515.0,5937.450000000001,391.910891089109,82.17821782178217,3938.6557100082005
1.75,0.6499999999999999,42,39,3,630.0,2796.0,443.80952380952385,92.85714285714286,2876.2144432933937
1.75,0.7,20,18,2,300.0,1178.25,392.75,90.0,1756.431396326085
1.75,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.8,0.35,362,225,137,5430.0,16476.426223091978,303.4332637770162,62.15469613259669,5773.211575460124
1.8,0.39999999999999997,360,225,135,5400.0,16506.426223091978,305.6745596868885,62.5,5799.76698827792
1.8,0.44999999999999996,343,221,122,5145.0,16283.676223091976,316.4951646859471,64.43148688046647,5861.572478394137
1.8,0.49999999999999994,286,199,87,4290.0,14780.976223091977,344.5449003051743,69.58041958041959,5826.782977022785
1.8,0.5499999999999999,175,139,36,2625.0,10370.976223091977,395.084808498742,79.42857142857143,5226.480750336247
1.8,0.5999999999999999,98,82,16,1470.0,5925.45,403.09183673469386,83.6734693877551,3990.405596744598
1.8,0.6499999999999999,41,38,3,615.0,2754.0,447.80487804878055,92.6829268292683,2867.3502682748076
1.8,0.7,19,17,2,285.0,1136.25,398.6842105263158,89.47368421052632,1737.8241840695055
1.8,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.85,0.35,340,213,127,5100.0,15905.676223091976,311.8760043743525,62.64705882352941,5750.709374984427
1.85,0.39999999999999997,338,213,125,5070.0,15935.676223091976,314.3131404949107,63.01775147928994,5778.576779559777
1.85,0.44999999999999996,321,209,112,4815.0,15712.926223091976,326.33283952423625,65.10903426791276,5846.733465002167
1.85,0.49999999999999994,269,188,81,4035.0,14225.976223091977,352.5644664954641,69.88847583643123,5782.487191207362
1.85,0.5499999999999999,165,133,32,2475.0,10107.726223091977,408.3929787107869,80.60606060606061,5245.902795033895
1.85,0.5999999999999999,93,78,15,1395.0,5737.2,411.26881720430106,83.87096774193549,3966.1328420049304
1.85,0.6499999999999999,39,36,3,585.0,2659.5,454.6153846153846,92.3076923076923,2839.072166964195
1.85,0.7,18,16,2,270.0,1091.25,404.1666666666667,88.88888888888889,1714.7339443773776
1.85,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.9000000000000001,0.35,321,202,119,4815.0,15345.426223091976,318.70044077034214,62.928348909657316,5709.987799816609
1.9000000000000001,0.39999999999999997,319,202,117,4785.0,15375.426223091976,321.3255219036986,63.322884012539184,5739.057330042302
1.9000000000000001,0.44999999999999996,303,199,104,4545.0,15235.176223091976,335.20739764778824,65.67656765676567,5834.920036269061
1.9000000000000001,0.49999999999999994,252,178,74,3780.0,13733.226223091977,363.3128630447613,70.63492063492063,5767.412902363843
1.9000000000000001,0.5499999999999999,157,127,30,2355.0,9805.476223091977,416.36841711643217,80.89171974522293,5217.081313072549
1.9000000000000001,0.5999999999999999,88,74,14,1320.0,5543.7,419.9772727272727,84.0909090909091,3939.736037535325
1.9000000000000001,0.6499999999999999,37,34,3,555.0,2563.5,461.8918918918919,91.8918918918919,2809.5786930485556
1.9000000000000001,0.7,17,15,2,255.0,1044.75,409.70588235294116,88.23529411764706,1689.2606283780592
1.9000000000000001,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
1.9500000000000002,0.35,294,186,108,4410.0,14480.976223091977,328.36680777986345,63.26530612244898,5630.317892690618
1.9500000000000002,0.39999999999999997,293,186,107,4395.0,14495.976223091977,329.8288105367913,63.48122866894198,5645.759822044644
1.9500000000000002,0.44999999999999996,278,183,95,4170.0,14340.726223091977,343.90230750820086,65.82733812949641,5733.997348833648
1.9500000000000002,0.49999999999999994,230,163,67,3450.0,12889.776223091976,373.616702118608,70.86956521739131,5666.17783196543
1.9500000000000002,0.5499999999999999,145,118,27,2175.0,9304.026223091976,427.77132060193,81.37931034482759,5151.048815123021
1.9500000000000002,0.5999999999999999,85,72,13,1275.0,5443.5,426.94117647058823,84.70588235294117,3936.203157119516
1.9500000000000002,0.6499999999999999,37,34,3,555.0,2563.5,461.8918918918919,91.8918918918919,2809.5786930485556
1.9500000000000002,0.7,17,15,2,255.0,1044.75,409.70588235294116,88.23529411764706,1689.2606283780592
1.9500000000000002,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
2.0,0.35,271,180,91,4065.0,14345.226223091977,352.8960940490031,66.42066420664207,5809.402896671621
2.0,0.39999999999999997,271,180,91,4065.0,14345.226223091977,352.8960940490031,66.42066420664207,5809.402896671621
2.0,0.44999999999999996,257,177,80,3855.0,14174.976223091977,367.70366337462974,68.8715953307393,5894.738153912744
2.0,0.49999999999999994,214,157,57,3210.0,12649.026223091976,394.0506611555133,73.36448598130842,5764.464211114402
2.0,0.5499999999999999,137,114,23,2055.0,9114.276223091976,443.517091148028,83.21167883211679,5191.234457162951
2.0,0.5999999999999999,83,71,12,1245.0,5400.0,433.73493975903614,85.54216867469879,3951.5133596288524
2.0,0.6499999999999999,37,34,3,555.0,2563.5,461.8918918918919,91.8918918918919,2809.5786930485556
2.0,0.7,17,15,2,255.0,1044.75,409.70588235294116,88.23529411764706,1689.2606283780592
2.0,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
2.0500000000000003,0.35,256,171,85,3840.0,13856.976223091977,360.8587558096869,66.796875,5773.74009295499
2.0500000000000003,0.39999999999999997,256,171,85,3840.0,13856.976223091977,360.8587558096869,66.796875,5773.74009295499
2.0500000000000003,0.44999999999999996,243,168,75,3645.0,13671.726223091977,375.08165221102814,69.1358024691358,5846.944307547421
2.0500000000000003,0.49999999999999994,203,150,53,3045.0,12288.276223091976,403.55586939546725,73.89162561576354,5749.786079836091
2.0500000000000003,0.5499999999999999,129,108,21,1935.0,8791.026223091976,454.3166006765879,83.72093023255815,5160.04467043577
2.0500000000000003,0.5999999999999999,77,66,11,1155.0,5129.25,444.09090909090907,85.71428571428571,3896.8819120373196
2.0500000000000003,0.6499999999999999,35,33,2,525.0,2525.25,480.99999999999994,94.28571428571428,2845.6343756709152
2.0500000000000003,0.7,17,15,2,255.0,1044.75,409.70588235294116,88.23529411764706,1689.2606283780592
2.0500000000000003,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
2.1,0.35,242,164,78,3630.0,13502.976223091977,371.98281606313986,67.76859504132231,5786.694577908516
2.1,0.39999999999999997,242,164,78,3630.0,13502.976223091977,371.98281606313986,67.76859504132231,5786.694577908516
2.1,0.44999999999999996,230,161,69,3450.0,13302.726223091977,385.5862673359993,70.0,5847.705276291292
2.1,0.49999999999999994,193,144,49,2895.0,11971.776223091976,413.53285744704584,74.61139896373057,5744.982059880214
2.1,0.5499999999999999,123,104,19,1845.0,8591.526223091976,465.6653779453646,84.5528455284553,5164.478873874004
2.1,0.5999999999999999,73,63,10,1095.0,4982.25,455.0,86.3013698630137,3887.5217041194765
2.1,0.6499999999999999,34,32,2,510.0,2476.5,485.5882352941176,94.11764705882352,2831.4416407028207
2.1,0.7,16,14,2,240.0,996.0,415.00000000000006,87.5,1660.0000000000002
2.1,0.7499999999999999,1,1,0,15.0,82.5,550.0,100.0,550.0
