Threshold,m,Number of Bets,Wins,Losses,Total Invested,Total Profit,ROI (%),Win Rate (%),Score (ROI * sqrt(Number of Bets))
0.15000000000000002,0.39999999999999997,4406,2311,2095,66090.0,52081.84852470995,78.80443111622023,52.45120290512937,5230.857446901621
0.15000000000000002,0.44999999999999996,3942,2144,1798,59130.0,50077.3300354587,84.69022498809183,54.38863521055302,5317.305299683243
0.15000000000000002,0.49999999999999994,2862,1658,1204,42930.0,40996.873173720756,95.49702579483055,57.93151642208246,5108.867751259051
0.15000000000000002,0.5499999999999999,1476,925,551,22140.0,24625.225033261773,111.22504531735218,62.66937669376694,4273.126700886628
0.15000000000000002,0.5999999999999999,541,363,178,8115.0,10800.189887676379,133.0892161143115,67.09796672828097,3095.576204883956
0.15000000000000002,0.6499999999999999,170,124,46,2550.0,4088.870899963744,160.34787842995073,72.94117647058823,2090.6805494593536
0.15000000000000002,0.7,71,53,18,1065.0,1571.495728145216,147.5582843328841,74.64788732394366,1243.3482040618242
0.15000000000000002,0.7499999999999999,9,9,0,135.0,225.4490171990172,166.999271999272,100.0,500.997815997816
0.2,0.35,4125,2151,1974,61875.0,51454.90272225126,83.15943874303234,52.14545454545455,5341.011658827531
0.2,0.39999999999999997,4037,2130,1907,60555.0,51411.40272225126,84.90034303071796,52.76195194451325,5394.346254372578
0.2,0.44999999999999996,3624,1986,1638,54360.0,49576.984233,91.20122191501105,54.80132450331126,5490.283259790784
0.2,0.49999999999999994,2655,1548,1107,39825.0,40622.077371262065,102.00144977090287,58.30508474576271,5255.797297318151
0.2,0.5499999999999999,1392,877,515,20880.0,24482.64670410081,117.25405509626825,63.00287356321839,4374.6920695786175
0.2,0.5999999999999999,506,342,164,7590.0,10753.350569504431,141.67787311600043,67.58893280632411,3186.9649486181675
0.2,0.6499999999999999,160,117,43,2400.0,4066.4027421678334,169.43344759032638,73.125,2143.182424800796
0.2,0.7,66,49,17,990.0,1549.9764754587945,156.5632803493732,74.24242424242425,1271.9261023140946
0.2,0.7499999999999999,8,8,0,120.0,217.3409090909091,181.11742424242425,100.0,512.277435491436
0.25,0.35,3811,1999,1812,57165.0,50702.08215737805,88.69427474394831,52.45342429808449,5475.390034787007
0.25,0.39999999999999997,3726,1980,1746,55890.0,50713.33215737805,90.73775658861702,53.14009661835749,5538.720664012496
0.25,0.44999999999999996,3362,1857,1505,50430.0,49041.6636681268,97.2470031095118,55.23497917906008,5638.649258602015
0.25,0.49999999999999994,2482,1455,1027,37230.0,40142.706806388866,107.8235476937654,58.62207896857373,5371.7340849397415
0.25,0.5499999999999999,1320,836,484,19800.0,24304.7761392276,122.75139464256364,63.33333333333333,4459.779641466224
0.25,0.5999999999999999,483,327,156,7245.0,10679.130004631214,147.40000006392287,67.70186335403726,3239.448269243063
0.25,0.6499999999999999,151,110,41,2265.0,4018.7113980738377,177.42655179133942,72.84768211920529,2180.2539699230665
0.25,0.7,61,45,16,915.0,1524.3286096256684,166.59329066947194,73.77049180327869,1301.1351944594662
0.25,0.7499999999999999,7,7,0,105.0,208.25,198.33333333333334,100.0,524.7406766944772
0.30000000000000004,0.35,3490,1842,1648,52350.0,49696.56398571637,94.93135431846488,52.779369627507165,5608.1857578235895
0.30000000000000004,0.39999999999999997,3415,1825,1590,51225.0,49657.56398571638,96.94009562853367,53.440702781844806,5664.985437730842
0.30000000000000004,0.44999999999999996,3083,1711,1372,46245.0,47901.14549646513,103.58124228882069,55.49789166396367,5751.3245764672365
0.30000000000000004,0.49999999999999994,2303,1356,947,34545.0,39383.126964491625,114.00528865101063,58.8797221016066,5471.0661712724495
0.30000000000000004,0.5499999999999999,1248,795,453,18720.0,24050.546297330377,128.47514047719218,63.70192307692307,4538.646871849755
0.30000000000000004,0.5999999999999999,465,318,147,6975.0,10683.95016273398,153.17491272736888,68.38709677419355,3303.0421672152834
0.30000000000000004,0.6499999999999999,143,106,37,2145.0,4028.0315561766047,187.78701893597224,74.12587412587412,2245.606136606076
0.30000000000000004,0.7,57,43,14,855.0,1530.3286096256684,178.98580229539982,75.43859649122807,1351.313173594372
0.30000000000000004,0.7499999999999999,7,7,0,105.0,208.25,198.33333333333334,100.0,524.7406766944772
0.35000000000000003,0.35,3210,1690,1520,48150.0,48085.302368272896,99.86563316359896,52.64797507788161,5658.073386392626
0.35000000000000003,0.39999999999999997,3139,1674,1465,47085.0,48035.8023682729,102.01933177927769,53.329085696081556,5715.814587086514
0.35000000000000003,0.44999999999999996,2841,1576,1265,42615.0,46508.88387902165,109.13735510740736,55.47342485040478,5817.133644418563
0.35000000000000003,0.49999999999999994,2131,1256,875,31965.0,38382.96534704817,120.0781021337343,58.939465039887374,5543.136075747756
